locname,nfil,alias,xcr,ycr,firstdate,lastdate,nyears,yearspan
B02G0359,1,02GL0002,201500.0,601450.0,1982-04-28,2000-09-14,18,19
B02G0360,1,02GL0003,203170.0,601200.0,1952-10-14,1976-10-14,25,25
B02G0361,1,02GL0004,200460.0,600490.0,1966-06-28,1974-07-29,8,9
B02G0362,1,02GL0004,200530.0,600560.0,1975-06-27,1975-07-28,1,1
B02G0363,1,02GL0006,202180.0,600160.0,1952-10-14,1959-10-14,8,8
B02G0364,1,02GL0006,202200.0,600200.0,1960-04-28,1962-12-14,3,3
B02G0365,1,02GL0006,202180.0,600180.0,1963-12-13,1975-04-28,13,13
B02G0366,1,02GL0008,204850.0,600320.0,1952-10-14,1976-10-14,25,25
B02G0367,2,02GP7000,206066.0,601867.0,2000-11-14,2019-09-24,20,20
B02G0368,2,02GP7800,205660.0,602190.0,1988-07-14,2020-01-29,33,33
B02G0369,2,02GP7801,205190.0,601585.0,1988-07-14,2020-01-29,33,33
B02G0370,1,02GP7802,205460.0,601815.0,1988-08-14,2020-01-29,33,33
B02G0371,3,02GP7811,205260.0,611680.0,1990-12-14,2013-01-17,24,24
B02G0372,3,02GP7812,205300.0,611640.0,1990-11-28,2019-10-23,30,30
B02G0373,3,02GP7813,206980.0,612380.0,1990-11-28,2001-10-01,12,12
B02G0374,3,02GP7814,207960.0,612080.0,1990-11-28,2000-04-29,11,11
B02G0375,3,02GP7815,206780.0,611140.0,1990-12-14,2018-10-08,17,29
B02G0376,3,02GP7816,207440.0,611060.0,1990-11-28,2000-04-29,11,11
B02G0377,3,02GP7817,208320.0,610400.0,1990-11-28,1995-03-28,6,6
B02G0378,3,02GP7818,205260.0,610020.0,1990-11-28,2000-04-29,11,11
B02G0379,3,02GP7819,205990.0,609860.0,1990-12-14,2000-04-29,11,11
B02G0380,5,02GP7820,207865.0,611070.0,1990-12-14,2019-10-22,29,30
B02G0381,3,02GP7821,206260.0,611120.0,1990-12-14,2018-11-02,29,29
B02G0382,3,02GP7822,206180.0,611400.0,1990-12-14,2000-04-29,11,11
B02G0383,3,02GP7823,206000.0,611540.0,1990-11-28,2017-11-30,28,28
B02G0384,3,02GP7824,205900.0,611700.0,1990-11-28,2017-11-30,28,28
B02G0385,3,02GP7825,205840.0,611860.0,1990-12-14,2000-04-29,11,11
B02G0386,3,02GP7826,205700.0,611940.0,1990-11-28,2000-04-29,11,11
B02G0387,3,02GP7827,205960.0,611170.0,1990-12-28,2000-04-29,11,11
B02G0402,1,,205198.0,611542.0,2002-09-16,2013-01-17,12,12
B02G0403,1,,205194.0,611050.0,2002-01-15,2019-10-23,17,18
B02G0404,1,,205276.0,610811.0,2002-09-16,2019-10-23,18,18
B02G0405,1,,205358.0,610748.0,2002-01-28,2019-10-23,18,18
B02G0406,1,,205984.0,611616.0,2002-09-16,2014-12-11,13,13
B02G0407,1,,206272.0,611741.0,2002-09-16,2019-10-22,18,18
B02G0408,1,,206370.0,611679.0,2002-09-16,2019-10-22,18,18
B02G0409,1,,207859.0,611240.0,2002-02-15,2017-04-03,14,16
B02G0410,1,,208042.0,611244.0,2002-01-28,2017-04-03,16,16
B02G0447,1,,209950.0,602550.0,2003-04-18,2019-07-11,10,17
B02G0448,1,,209950.0,602430.0,2003-04-18,2016-10-24,9,14
B02G1046,2,,205829.0,601095.0,2007-10-12,2019-09-24,13,13
B02G1047,1,,206003.0,611928.0,2010-03-28,2019-10-09,10,10
B02G1048,1,,206121.0,612073.0,2010-03-28,2018-06-25,9,9
B02G1049,1,,206276.0,612126.0,2010-03-28,2018-10-08,9,9
B02G1055,1,,206859.0,611187.0,2013-02-27,2019-10-22,7,7
B02G1056,1,,206877.0,611144.0,2013-02-27,2015-12-10,3,3
B02G1057,1,,206810.0,611106.0,2013-02-27,2019-10-22,7,7
B02G1058,1,,208412.0,611099.0,2013-03-01,2015-12-10,3,3
B02G1059,1,,208371.0,610985.0,2013-03-01,2019-10-22,7,7
B02G1060,1,,208321.0,610852.0,2013-03-01,2019-10-22,6,7
B02G1061,1,,206559.0,610963.0,2013-02-28,2017-04-03,5,5
B02G1824,1,,210032.0,602437.0,2015-02-25,2019-08-29,5,5
B02G1838,1,,209847.0,600142.0,2003-01-12,2018-12-28,16,16
B02G1839,1,,209846.0,600099.0,2003-01-12,2019-09-24,17,17
B02G1840,1,,209847.0,600046.0,2003-01-12,2019-09-24,17,17
B02G1842,2,,206124.0,602258.0,2007-10-23,2020-02-07,14,14
B02G1843,2,,206262.0,602162.0,2007-10-23,2020-02-07,14,14
B02G1844,2,,205943.0,601067.0,2007-10-23,2020-02-07,14,14
B02G1845,2,,206009.0,601063.0,2007-10-23,2020-02-07,14,14
B02G1846,2,,209314.0,601598.0,2007-10-23,2020-02-07,14,14
B02G1847,2,,208521.0,601689.0,2007-10-23,2020-02-07,14,14
B02G1848,2,,208013.0,601738.0,2007-10-23,2020-02-07,14,14
B02H0080,1,02HP0080,219772.0,600559.0,1992-10-26,2019-07-12,28,28
B02H0081,1,02HP0081,211453.0,600243.0,1992-12-17,2019-07-11,28,28
B02H0088,1,02HL0001,216060.0,600420.0,1963-05-14,1999-09-28,37,37
B02H0089,1,02HL0002,219930.0,600000.0,1952-10-15,1965-05-15,14,14
B02H0090,1,02HL0002,219780.0,600160.0,1965-07-28,1966-05-30,2,2
B02H0091,1,02HL0002,219790.0,600160.0,1966-06-06,1973-08-27,8,8
B02H0092,1,02HL0002,219890.0,600030.0,1976-04-28,1977-01-28,2,2
B02H0093,1,02HP7000,211360.0,600228.0,2000-11-14,2019-09-24,20,20
B02H0094,1,02HP7001,211228.0,600101.0,2000-11-14,2019-09-24,20,20
B02H0095,1,02HP7002,210970.0,600276.0,2000-11-14,2019-09-24,20,20
B02H0096,1,02HP7003,210837.0,601886.0,2000-11-14,2019-09-24,20,20
B02H0097,1,02HP7004,210526.0,601812.0,2000-11-14,2019-09-24,20,20
B02H0098,1,02HP7005,210504.0,602091.0,2000-11-14,2019-09-24,20,20
B02H0106,1,,210140.0,602500.0,2003-04-18,2018-11-16,10,16
B02H1007,1,,219661.0,600632.0,2015-02-25,2019-08-29,5,5
B02H1008,1,,210372.0,602373.0,2015-02-25,2019-08-29,5,5
B02H1009,1,,210151.0,602250.0,2015-02-25,2019-08-29,5,5
B02H1010,1,,210332.0,602134.0,2015-02-25,2019-08-29,5,5
B02H1016,2,,210755.0,601970.0,2007-10-23,2020-02-07,14,14
B02H1017,2,,211271.0,600545.0,2007-10-23,2020-02-07,14,14
B03C0018,1,03CP0018,226223.0,600649.0,1976-10-22,2019-07-12,44,44
B03C0051,2,03CP0051,226410.0,602717.0,1992-10-26,2019-07-12,28,28
B03C0061,1,03CL0001,225260.0,603530.0,1952-10-23,1979-07-18,27,28
B03C0062,1,03CL0001,225250.0,603520.0,1979-11-15,2000-09-28,21,22
B03C0262,1,,229724.0,600260.0,2007-03-16,2013-05-21,7,7
B03C0263,1,,229730.0,600273.0,2007-03-16,2013-05-21,7,7
B03C0264,2,,229719.0,600272.0,2007-03-16,2012-03-03,6,6
B03C0265,1,,229710.0,600285.0,2007-03-16,2012-03-03,6,6
B03C0417,1,,222851.0,601502.0,2016-03-17,2019-08-29,4,4
B03C0418,1,,221673.0,600640.0,2015-02-25,2019-08-29,4,5
B03C0419,1,,221767.0,600348.0,2015-02-25,2019-08-29,5,5
B03C0420,1,,222071.0,600588.0,2015-02-25,2019-08-29,5,5
B03C0421,1,,220309.0,600632.0,2016-03-17,2019-08-29,4,4
B03C0422,1,,220691.0,600644.0,2016-03-17,2019-08-29,4,4
B03C0423,1,,220683.0,600231.0,2016-03-17,2019-08-29,4,4
B03C0424,1,,222716.0,600565.0,2016-03-17,2019-08-29,4,4
B03C0425,1,,225263.0,602187.0,2015-02-25,2019-08-29,5,5
B03C0426,1,,225926.0,602192.0,2015-02-25,2019-08-29,4,5
B03C0427,1,,226390.0,602042.0,2015-02-25,2019-08-29,5,5
B03C0428,1,,227697.0,602294.0,2016-03-17,2019-08-29,4,4
B03C0429,1,,227733.0,602084.0,2016-03-17,2019-08-29,4,4
B03C0430,1,,228185.0,602076.0,2016-03-17,2019-08-29,4,4
B03C0431,1,,229418.0,601322.0,2014-10-28,2019-08-19,6,6
B03C0432,1,,229762.0,601401.0,2014-10-28,2019-08-29,6,6
B03C0433,1,,229605.0,600946.0,2014-10-28,2019-08-29,6,6
B03C0434,1,,229700.0,600464.0,2014-10-28,2019-03-20,6,6
B03D0016,2,03DP0016,233692.0,600032.0,1976-10-22,2019-07-12,44,44
B03D0051,1,03DP0051,236631.0,605441.0,1992-10-26,2019-07-12,28,28
B03D0066,1,03DL0001,233580.0,605450.0,1952-10-16,1976-06-28,25,25
B03D0067,1,03DL0002,233160.0,601700.0,1963-05-14,1991-05-28,29,29
B03D0068,1,03DL0003,233480.0,601300.0,1952-10-22,1965-10-28,14,14
B03D0069,1,03DL0003,233430.0,601210.0,1965-12-28,2007-02-28,43,43
B03D0070,1,03DL0004,238000.0,600340.0,1952-10-16,1970-03-26,19,19
B03D0071,1,03DL0004,237930.0,600370.0,1971-04-28,1993-10-14,23,23
B03D0072,4,03DP7600,230355.0,604720.0,1998-07-14,2000-04-28,3,3
B03D0073,3,03DP7601,231992.0,604740.0,1998-07-14,2000-04-28,3,3
B03D0308,1,03DL0003,233432.0,601060.0,2007-03-08,2009-06-10,3,3
B03D0316,1,,232820.0,601421.0,2007-03-16,2012-03-03,6,6
B03D0317,1,,232818.0,601416.0,2007-03-16,2012-07-17,5,6
B03D0318,2,,232814.0,601413.0,2007-03-16,2013-05-21,7,7
B03D0319,1,,232803.0,601405.0,2007-03-16,2013-05-21,7,7
B03D0320,1,,233066.0,600896.0,2007-03-16,2013-05-21,7,7
B03D0321,1,,233069.0,600894.0,2007-03-16,2011-05-03,5,5
B03D0322,2,,233073.0,600891.0,2007-03-16,2013-05-21,7,7
B03D0323,1,,233086.0,600883.0,2007-03-16,2013-05-21,7,7
B03D0424,1,,230165.0,601413.0,2014-10-28,2019-08-29,6,6
B03D0425,1,,239950.0,602970.0,2014-10-29,2019-09-01,5,6
B03G0002,1,03GB0002,240450.0,603250.0,1954-01-14,2000-09-28,45,47
B03G0012,2,03GP0012,248700.0,605970.0,1979-01-15,1999-10-21,21,21
B03G0048,2,03GP0048,246924.0,601238.0,1992-10-28,2019-07-15,28,28
B03G0080,2,03GP9001,248724.0,605989.0,2000-01-12,2019-07-15,20,20
B03G0083,1,03GL0001,248230.0,606340.0,1953-02-27,1971-08-13,17,19
B03G0084,1,03GL0001,248260.0,606470.0,1971-11-15,1977-06-14,7,7
B03G0085,1,03GL0001,248240.0,606420.0,1977-06-28,1993-09-28,17,17
B03G0086,1,03GL0003,240230.0,603700.0,1952-11-29,1995-06-28,44,44
B03G0087,1,03GL0004,241110.0,602420.0,1963-10-28,2000-09-28,36,38
B03G0088,1,03GL0005,242140.0,600250.0,1952-12-15,1972-09-28,21,21
B03G0089,1,03GL0005,242140.0,600460.0,1974-05-14,1977-06-14,4,4
B03G0090,1,03GL0005,242050.0,600280.0,1977-06-28,1983-09-28,7,7
B03G0091,1,03GL0005,242010.0,600270.0,1984-11-14,2009-06-10,26,26
B03G0092,1,03GL0006,241288.0,603874.0,1978-05-30,2016-05-24,39,39
B03G0093,1,03GL0007,241120.0,603030.0,1978-05-30,1985-07-01,8,8
B03G0094,1,03GL0011,241160.0,602870.0,1978-05-30,1985-07-01,8,8
B03G0095,1,03GL0013,241220.0,602720.0,1978-05-30,1985-07-01,8,8
B03G0096,1,03GP7800,240859.0,608439.0,1994-09-29,1994-11-10,1,1
B03G0097,1,03GP7801,240840.0,608496.0,1994-09-29,1994-11-10,1,1
B03G0098,2,03GP7802,240812.0,608575.0,1994-09-29,1994-11-10,1,1
B03G0099,1,03GP7803,240779.0,608674.0,1994-09-29,1994-11-10,1,1
B03G0100,1,03GP7804,240754.0,608747.0,1994-09-29,1994-11-10,1,1
B03G0101,1,03GP7805,240980.0,608632.0,1994-09-29,1994-11-10,1,1
B03G0102,1,03GP7806,240537.0,608478.0,1994-09-29,1994-11-10,1,1
B03G0105,4,,249455.0,607320.0,2006-12-13,2019-07-15,14,14
B03G0520,1,,244348.0,603963.0,2014-10-29,2019-09-01,6,6
B03G0521,1,,240843.0,603547.0,2014-10-29,2019-09-01,6,6
B03G0522,1,,240248.0,603530.0,2014-10-29,2019-09-01,6,6
B03G0523,1,,240471.0,603247.0,2014-10-29,2019-09-01,6,6
B03G0524,1,,241445.0,603262.0,2014-10-29,2019-09-01,6,6
B03G0525,1,,240451.0,602827.0,2014-10-29,2019-09-01,6,6
B03G0526,1,,240163.0,602629.0,2014-10-29,2019-09-01,6,6
B03G0527,1,,240981.0,602430.0,2014-10-29,2019-09-01,6,6
B03G0528,1,,248772.0,604507.0,2014-10-29,2019-09-01,6,6
B03G0529,1,,248616.0,604190.0,2014-10-29,2019-07-21,5,6
B03G0530,1,,248379.0,603976.0,2014-10-29,2019-09-01,6,6
B03H0046,1,03HP0046,253722.0,603820.0,1992-10-07,2019-07-15,28,28
B03H0080,1,03HL0001,252010.0,601210.0,1963-10-28,1998-07-31,36,36
B03H0081,1,03HL0001,251990.0,601230.0,1999-06-28,1999-09-28,1,1
B03H0082,1,03HL0002,250320.0,600780.0,1952-10-16,1958-09-27,7,7
B03H0083,1,03HL0002,250330.0,600950.0,1958-10-28,1982-09-28,19,25
B03H0084,1,03HL0002,250460.0,601020.0,1982-10-14,2009-06-10,28,28
B03H0085,1,03HL0003,252160.0,600520.0,1979-06-28,1984-09-28,6,6
B03H0087,1,03HL0003,252190.0,600430.0,1986-06-14,1994-10-28,9,9
B03H0088,4,,252219.0,604561.0,2006-12-13,2019-07-15,14,14
B03H0605,1,,250495.0,605939.0,2014-10-29,2019-09-01,6,6
B03H0606,1,,250557.0,605745.0,2014-10-29,2019-09-01,5,6
B04D0014,3,04DP0014,119647.0,576942.0,1989-02-14,2019-10-23,31,31
B04D0016,1,04DL0001,119810.0,575720.0,1975-06-27,2005-06-14,31,31
B04D0017,1,04DL0002,117807.0,575138.0,1986-12-28,2019-10-23,29,34
B04D0018,1,04DP7000,117680.0,575150.0,1982-03-14,1994-07-14,13,13
B04D0019,1,04DP7000,117808.0,575141.0,1994-07-28,2012-02-28,19,19
B04D0020,1,04DP7002,118265.0,576310.0,1982-03-14,1985-01-30,4,4
B04D0021,1,04DP7003,118705.0,576035.0,1982-03-14,1990-05-14,9,9
B04D0022,2,04DP7004,118975.0,576595.0,1981-09-28,1990-05-14,10,10
B04D0023,1,04DP7004,119175.0,576655.0,1995-01-14,2019-10-31,20,25
B04D0024,1,04DP7005,119020.0,576605.0,1981-09-28,1990-03-14,10,10
B04D0025,1,04DP7006,119010.0,576645.0,1981-09-28,1994-07-14,14,14
B04D0026,1,04DP7006,119024.0,576648.0,1994-07-28,2019-10-31,26,26
B04D0027,1,04DP7007,119080.0,576635.0,1981-09-28,1987-06-29,7,7
B04D0028,1,04DP7008,119150.0,576645.0,1981-09-28,1993-04-28,13,13
B04D0029,1,04DP7009,119240.0,576840.0,1981-09-28,1990-03-14,10,10
B04D0030,1,04DP7010,119205.0,576925.0,1981-09-28,1990-03-14,10,10
B04D0031,2,04DP7011,119235.0,576930.0,1981-09-28,1994-07-14,14,14
B04D0032,2,04DP7011,119244.0,576917.0,1994-07-28,2019-10-31,26,26
B04D0033,1,04DP7013,117745.0,575225.0,1984-09-14,1990-05-30,7,7
B04D0034,1,04DP7014,117850.0,575440.0,1984-09-14,1990-05-14,7,7
B04D0035,1,04DP7014,117881.0,575632.0,1995-01-14,2019-10-31,25,25
B04D0036,1,04DP7015,118645.0,575575.0,1984-09-14,1990-05-14,7,7
B04D0037,1,04DP7016,118635.0,575880.0,1984-09-14,1990-05-14,7,7
B04D0038,1,04DP7017,117880.0,576080.0,1985-05-14,1988-02-15,4,4
B04D0039,1,04DP7018,117870.0,576145.0,1985-05-14,1991-08-17,7,7
B04D0040,1,04DP7019,117940.0,576175.0,1985-05-14,1994-07-14,10,10
B04D0041,1,04DP7019,118089.0,576154.0,1994-07-28,2019-10-31,26,26
B04D0042,1,04DP7020,118160.0,576315.0,1985-05-14,1989-11-14,5,5
B04D0043,1,04DP7021,118310.0,576550.0,1985-05-28,1989-10-14,5,5
B04D0044,1,04DP7022,118405.0,576495.0,1985-05-14,1994-07-14,10,10
B04D0045,1,04DP7022,118130.0,576410.0,1994-07-28,2003-09-28,10,10
B04D0046,1,04DP7023,118280.0,576260.0,1985-05-14,1994-07-14,10,10
B04D0047,1,04DP7023,118030.0,576330.0,1994-07-28,2003-03-28,10,10
B04D0059,1,,119114.0,575345.0,2004-11-16,2010-07-27,7,7
B04D0060,1,,119143.0,575502.0,2004-11-16,2010-07-27,7,7
B04D0061,1,,118929.0,575458.0,2004-11-16,2010-07-27,7,7
B04D0062,1,,118905.0,575576.0,2004-11-16,2010-07-27,7,7
B04D0063,1,,118769.0,575466.0,2004-11-16,2010-07-27,7,7
B04D0064,1,,118895.0,575364.0,2004-11-16,2010-07-27,7,7
B04D0065,1,,118641.0,573625.0,2004-01-14,2019-10-28,16,16
B04E0001,3,04EP0002,129060.0,588310.0,1974-05-16,2018-06-28,44,45
B04E0002,2,04EP9002,129700.0,588000.0,1994-06-24,2011-12-28,18,18
B04E0003,2,04EP9003,128580.0,588590.0,1994-06-24,2018-06-28,25,25
B04E0004,1,04EL0001,128580.0,588490.0,1974-05-16,2000-12-12,26,27
B04E0005,1,04EL0003,129743.0,588512.0,1974-05-16,2010-11-28,36,37
B04E0006,1,04EL0004,129670.0,587840.0,1974-05-16,1978-03-06,5,5
B04E0007,1,04EP7000,129690.0,588380.0,1987-06-14,1996-03-14,10,10
B04E0008,1,04EP7000,129740.0,588360.0,1996-04-14,2005-01-17,10,10
B04E0009,1,04EP7001,129730.0,588860.0,1987-06-14,1996-03-14,10,10
B04E0010,1,04EP7001,129726.0,588721.0,1996-03-28,2019-04-28,24,24
B04E0011,1,04EP7002,129525.0,589125.0,1987-12-28,1996-03-14,10,10
B04E0012,1,04EP7002,129620.0,589140.0,1996-03-28,2005-01-17,10,10
B04E0013,2,04EP7003,129808.0,587922.0,1987-06-14,2005-01-17,19,19
B04E0014,1,04EP7004,129440.0,587775.0,1987-06-14,1996-03-28,10,10
B04E0015,1,04EP7004,129620.0,587820.0,1996-04-14,2005-01-17,10,10
B04E0016,1,,129750.0,588510.0,2005-12-14,2019-04-28,15,15
B04F0014,1,04FB0014,133340.0,589880.0,1959-03-14,1990-10-02,32,32
B04F0023,3,04FP0002,134270.0,590740.0,1974-05-16,2018-06-28,44,45
B04F0024,3,04FP0010,130840.0,589240.0,1974-05-16,2018-06-28,44,45
B04F0049,6,04FP0049,132270.0,590000.0,1994-01-11,1999-12-13,3,6
B04F0051,3,04FP0051,133590.0,590910.0,1994-01-11,1997-09-16,2,4
B04F0054,5,04FP0054,134020.0,591070.0,2002-07-01,2008-07-10,7,7
B04F0055,8,04FP0055,131975.0,589550.0,1994-12-05,2010-12-31,14,17
B04F0061,2,04FP0061,132800.0,590200.0,2002-07-01,2010-12-31,9,9
B04F0062,2,04FP0062,133220.0,589600.0,2002-07-01,2017-12-05,16,16
B04F0080,1,04FP9001,130450.0,589590.0,1994-06-29,2018-06-28,25,25
B04F0091,1,04FP9017,132444.0,590288.0,1996-01-16,2017-12-05,19,22
B04F0092,2,04FP9025,132830.0,589240.0,1996-04-11,2010-12-31,15,15
B04F0093,1,04FP9026,131490.0,588450.0,1999-12-14,1999-12-14,1,1
B04F0094,1,04FP9027,131763.0,589438.0,1999-07-21,2017-12-18,17,19
B04F0095,1,04FP9028,132338.0,589650.0,1999-07-21,1999-12-13,1,1
B04F0099,1,04FL0001,135360.0,590560.0,1974-05-16,1979-07-25,6,6
B04F0100,1,04FL0003,133810.0,590950.0,1974-05-16,2000-12-12,26,27
B04F0101,1,04FL0004,133732.0,590324.0,1974-05-16,2019-04-28,42,46
B04F0102,1,04FL0005,133350.0,590240.0,1974-05-16,2000-12-12,26,27
B04F0103,1,04FL0006,132970.0,590600.0,1974-05-16,2000-12-12,26,27
B04F0104,1,04FL0007,132540.0,590160.0,1974-05-16,1993-06-28,17,20
B04F0105,1,04FL0008,132240.0,589660.0,1974-05-16,2019-04-28,45,46
B04F0106,1,04FL0009,133050.0,589570.0,1974-05-16,1991-01-28,16,18
B04F0107,1,04FL0011,131000.0,588350.0,1974-05-16,2000-08-28,26,27
B04F0136,1,04FL9016,132206.0,590194.0,1995-10-25,2010-12-31,16,16
B04F0137,1,04FL9018,132891.0,590372.0,1995-10-25,2010-12-31,16,16
B04F0138,1,04FL9019,133081.0,590581.0,1995-10-25,2002-06-12,8,8
B04F0139,1,04FL9020,133215.0,590450.0,1995-10-25,2002-06-12,8,8
B04F0140,1,04FL9021,133413.0,590396.0,1995-10-25,2010-12-31,16,16
B04F0141,1,04FL9022,133700.0,590563.0,1995-10-25,2010-12-31,16,16
B04F0142,1,04FL9023,133875.0,590494.0,1995-10-25,1999-08-31,5,5
B04F0143,1,04FL9024,133938.0,590494.0,1995-10-25,2010-12-31,15,16
B04F0144,1,04FP7000,131800.0,589000.0,1987-06-14,1996-03-14,10,10
B04F0145,1,04FP7000,131812.0,588985.0,1996-03-28,2019-04-28,24,24
B04F0146,1,04FP7001,131610.0,588890.0,1987-06-14,2001-01-22,15,15
B04F0147,1,04FP7002,131060.0,588830.0,1987-06-14,1996-03-14,10,10
B04F0148,1,04FP7002,131080.0,588830.0,1996-03-28,2005-01-17,10,10
B04F0149,3,04FP7003,130820.0,589210.0,1987-06-14,2005-01-17,10,10
B04F0150,1,04FP7004,130660.0,588720.0,1987-06-14,1996-03-14,10,10
B04F0151,1,04FP7004,130753.0,588580.0,1996-03-28,2019-04-28,24,24
B04F0152,1,04FP7005,130560.0,588375.0,1987-06-14,1996-03-28,10,10
B04F0153,2,04FP7005,130580.0,588330.0,1996-04-14,2005-01-17,10,10
B04F0154,2,04FP7006,130660.0,588240.0,1996-04-14,2005-01-17,10,10
B04F0155,2,04FP7007,130456.0,588104.0,1996-04-14,2019-04-28,24,24
B04F0156,2,04FP7008,130771.0,589467.0,1996-04-14,2019-04-28,24,24
B04F0157,2,04FP7009,130903.0,589570.0,1996-04-14,2019-04-28,24,24
B04F0158,3,04FP7010,130940.0,589500.0,1996-04-14,2005-01-17,10,10
B04F0162,1,,130464.0,588111.0,2005-12-14,2019-04-28,15,15
B04F0163,1,,131053.0,589902.0,2005-12-14,2019-04-28,15,15
B04F0164,1,,131812.0,588985.0,2005-12-14,2019-04-28,15,15
B04F0167,1,,130751.0,588565.0,2005-12-14,2019-04-28,15,15
B04G0035,1,04GL0001,128330.0,587360.0,1974-05-16,2000-12-12,26,27
B04G0036,1,04GL0002,127700.0,587400.0,1974-05-16,2000-12-12,26,27
B04G0037,1,04GL0003,126760.0,587200.0,1974-05-16,2000-12-12,21,27
B04G0038,1,04GL0004,126300.0,586300.0,1974-05-16,1994-08-29,20,21
B04G0039,3,04GP7000,126942.0,586641.0,1987-06-14,2019-04-28,30,33
B04G0040,2,04GP7001,127050.0,586470.0,1987-06-14,1992-07-13,6,6
B04G0041,1,04GP7002,127280.0,585820.0,1987-06-14,1992-07-13,6,6
B04G0042,1,04GP7003,127320.0,585680.0,1987-06-14,1992-08-14,6,6
B04G0043,1,04GP7004,127350.0,585580.0,1987-06-14,1992-06-26,6,6
B04G0044,1,04GP7005,126610.0,585410.0,1987-06-14,1991-06-14,4,5
B04G0045,2,04GP7006,126130.0,585415.0,1987-06-14,1996-03-14,10,10
B04G0046,2,04GP7006,126169.0,585301.0,1996-03-28,2019-04-28,24,24
B04G0047,2,04GP7007,126170.0,585310.0,1987-06-14,1996-03-14,10,10
B04G0048,2,04GP7007,126176.0,585279.0,1996-03-28,2019-04-28,24,24
B04G0049,1,04GP7008,125620.0,585280.0,1987-07-14,1992-07-13,6,6
B04G0050,1,04GP7009,125920.0,585550.0,1987-06-14,1992-05-29,6,6
B04G0051,1,04GP7010,125900.0,585750.0,1987-06-14,1996-03-14,10,10
B04G0052,1,04GP7010,125793.0,585699.0,1996-03-28,2019-04-28,24,24
B04G0053,1,04GP7011,126450.0,586045.0,1987-07-14,1996-03-14,10,10
B04G0054,1,04GP7011,126435.0,586109.0,1996-03-28,2019-04-28,24,24
B04G0055,2,04GP7012,126400.0,586290.0,1987-08-14,1996-03-27,10,10
B04G0056,1,04GP7012,126358.0,586271.0,1996-10-14,2019-04-28,21,24
B04G0057,2,04GP7013,125830.0,586000.0,1987-06-14,1996-03-14,10,10
B04G0058,1,04GP7013,125850.0,585980.0,1996-04-14,2005-01-28,9,10
B04G0059,3,04GP7014,125885.0,585940.0,1987-06-14,1996-03-14,10,10
B04G0060,1,04GP7014,125900.0,585950.0,1996-04-14,2005-01-17,10,10
B04G0061,2,04GP7015,125920.0,585870.0,1987-06-14,1996-03-28,9,10
B04G0062,1,04GP7015,125940.0,585880.0,1996-04-14,2005-01-17,10,10
B04G0063,2,04GP7016,125600.0,585860.0,1987-06-14,1996-03-14,9,10
B04G0064,1,04GP7016,125717.0,585808.0,1996-03-28,2019-04-28,24,24
B04G0065,2,04GP7021,120355.0,576308.0,1995-01-14,2010-07-27,16,16
B04G0066,1,04GP7022,120459.0,576066.0,1995-01-14,2010-07-27,16,16
B04G0067,2,04GP7023,120520.0,576090.0,1995-01-14,2010-07-27,16,16
B04G0068,1,04GP7024,120598.0,576118.0,1995-01-14,2010-07-27,16,16
B04G0069,1,04GP7025,120583.0,575915.0,1995-01-14,2011-11-28,15,17
B04G0070,2,04GP7026,120649.0,575832.0,1995-01-14,2010-07-27,16,16
B04G0071,1,04GP7027,120670.0,575760.0,1995-01-14,2010-07-27,16,16
B04G0072,1,04GP7028,127260.0,585770.0,2004-12-14,2019-06-26,16,16
B04G0073,1,04GP7029,127360.0,585620.0,2004-12-14,2019-06-26,16,16
B04G0074,1,04GP7030,127480.0,585840.0,2005-03-22,2011-10-04,7,7
B04G0075,1,04GP7031,127727.0,587462.0,1996-04-14,2019-04-28,24,24
B05A0016,1,05AB0016,148230.0,599640.0,1952-02-14,1971-08-27,20,20
B05A0017,3,05AP0017,144210.0,598460.0,1971-01-14,2017-12-12,47,47
B05A0085,1,05AP0085,146281.0,599747.0,1994-05-16,2018-09-10,24,25
B05A0086,1,05AP0086,146433.0,599115.0,1994-05-16,2018-09-07,24,25
B05A0087,1,05AP0087,146602.0,598792.0,1994-05-16,2018-09-05,24,25
B05A0115,1,05AL0030,141660.0,599030.0,1955-10-28,1980-04-28,26,26
B05A0116,1,05AL0035,143140.0,599660.0,1955-10-14,1967-10-14,13,13
B05A0117,1,05AL0035,143130.0,599560.0,1996-01-15,2000-12-28,5,5
B05A0120,1,05AL0039,145560.0,599820.0,1954-06-15,2000-09-19,45,47
B05A0122,1,05AL0042,148400.0,599390.0,1954-06-15,1993-11-17,38,40
B05A0123,1,05AL0043,149740.0,599520.0,1954-06-15,2018-09-05,58,65
B05A0125,1,05AL0049,147080.0,598920.0,1954-06-15,1972-08-28,19,19
B05A0126,1,05AL0050,148560.0,598800.0,1954-06-15,1992-06-16,37,39
B05A0127,1,05AL0050,148530.0,598780.0,1994-06-14,1998-10-28,4,5
B05A0128,1,05AL0051,148620.0,598390.0,1954-06-15,2000-09-14,45,47
B05A0129,1,05AL0052,143540.0,597720.0,1960-01-14,2000-09-19,41,41
B05A0130,1,05AL0053,146230.0,599740.0,1954-06-15,1968-11-14,15,15
B05A0131,1,05AL0053,146270.0,599750.0,1972-05-15,1982-06-14,9,11
B05A0132,1,05AL0053,146280.0,599745.0,1982-07-14,2018-09-10,36,37
B05A0133,1,05AL0054,146210.0,599620.0,1954-06-15,1970-07-14,17,17
