locname,nmeas,firstyear,lastyear,nyears,yearspan,mean,std,q05,q50,q95,q95-q05,ref,firstdate,lastdate,alias,xcr,ycr
P16A0045,354.0,1988.0,2004.0,17.0,17.0,-1.0917514124293777,0.1421696919715304,-1.3635000000000002,-1.06,-0.91,0.4535000000000001,NAP,1988-12-28,2004-01-27,16AS7629,188160.0,548500.0
P16A0046,319.0,1988.0,2004.0,17.0,17.0,-1.0884639498432598,0.16333924391266097,-1.36,-1.06,-0.84,0.5200000000000001,NAP,1988-12-28,2004-01-27,16AS7631,189020.0,547350.0
P16A0047,355.0,1988.0,2004.0,17.0,17.0,-1.2058873239436634,0.25279899505538117,-1.65,-1.15,-0.87,0.7799999999999999,NAP,1988-12-28,2004-01-27,16AS7633,188840.0,547760.0
P16A0048,83.0,2003.0,2012.0,6.0,10.0,-1.534337349397591,1.647854623568863,-2.299,-2.24,2.287,4.586,NAP,2003-10-14,2012-12-28,,188667.0,541842.0
P16A0049,3453.0,2003.0,2014.0,12.0,12.0,-1.0697219808861946,0.04242617847990376,-1.15,-1.07,-1.0,0.1499999999999999,NAP,2003-05-14,2014-08-05,,187424.0,542252.0
P16A0050,3453.0,2003.0,2014.0,12.0,12.0,-1.168650448885031,0.06554767729511458,-1.28,-1.17,-1.06,0.21999999999999997,NAP,2003-05-14,2014-08-05,,187426.0,542250.0
P16A0051,3661.0,2003.0,2015.0,13.0,13.0,-1.4010734771920295,0.14477991705014837,-1.63,-1.41,-1.18,0.44999999999999996,NAP,2003-05-14,2015-03-02,,187262.0,542836.0
P16A0052,2267.0,2003.0,2012.0,10.0,10.0,-1.0314865460961589,0.06308937586246087,-1.13,-1.04,-0.92,0.20999999999999985,NAP,2003-05-14,2012-04-26,,189522.0,541044.0
P16A0053,1849.0,2003.0,2010.0,8.0,8.0,-0.9034018388318046,0.06481618378614688,-1.03,-0.89,-0.81,0.21999999999999997,NAP,2003-05-14,2010-03-31,,189988.0,540712.0
P16A0054,4783.0,2003.0,2018.0,16.0,16.0,-1.0816182312356288,0.11543969267711188,-1.33,-1.06,-0.94,0.3900000000000001,NAP,2003-05-14,2018-05-31,,189754.0,538508.0
P16A0055,4320.0,2003.0,2017.0,15.0,15.0,-1.120192129629614,0.0576223755539834,-1.2,-1.12,-1.03,0.16999999999999993,NAP,2003-05-28,2017-02-15,,189450.0,538537.0
P16A0056,3704.0,2003.0,2017.0,14.0,15.0,-1.0945680345572366,0.13220425940380087,-1.38,-1.06,-0.94,0.43999999999999995,NAP,2003-05-14,2017-06-19,,189640.0,538322.0
P16A0057,1855.0,2003.0,2010.0,8.0,8.0,-1.0870134770889448,0.07533189656630548,-1.21,-1.09,-0.97,0.24,NAP,2003-05-14,2010-03-30,,189996.0,537667.0
P16A0058,2671.0,2003.0,2017.0,12.0,15.0,-0.7741295394982995,0.06868467595731219,-0.86,-0.79,-0.66,0.19999999999999996,NAP,2003-05-28,2017-03-01,,188780.0,538694.0
P16A0059,3359.0,2003.0,2014.0,12.0,12.0,-1.1104733551652308,0.13236334763328797,-1.35,-1.09,-0.96,0.3900000000000001,NAP,2003-05-14,2014-05-12,,189648.0,538060.0
P16A0060,100.0,2003.0,2012.0,9.0,10.0,-1.215899999999999,0.029027851481226837,-1.25,-1.22,-1.16,0.09000000000000008,NAP,2003-08-14,2012-10-14,,187250.0,542817.0
P16A0061,95.0,2003.0,2012.0,9.0,10.0,-0.959473684210526,0.16582077238823587,-1.02,-0.98,-0.96,0.06000000000000005,NAP,2003-08-14,2012-03-13,,189369.0,540495.0
P16A0062,96.0,2003.0,2012.0,9.0,10.0,-0.9053124999999991,0.2284222918654233,-0.9824999999999999,-0.95,-0.91,0.0724999999999999,NAP,2003-08-14,2012-10-14,,189703.0,538607.0
P16A0063,77.0,2003.0,2010.0,7.0,8.0,-1.047792207792208,0.037927332757017346,-1.102,-1.06,-0.99,0.1120000000000001,NAP,2003-08-14,2010-07-28,,189633.0,538575.0
P16A0064,95.0,2003.0,2012.0,9.0,10.0,-0.9183157894736843,0.3492108204057627,-1.063,-1.01,0.286,1.349,NAP,2003-08-14,2012-10-14,,189855.0,538385.0
P16A0065,97.0,2003.0,2012.0,9.0,10.0,-0.935670103092784,0.31799799271017043,-1.05,-1.03,0.12199999999999989,1.172,NAP,2003-08-14,2012-11-14,,189935.0,538281.0
P16A0068,1050.0,2007.0,2010.0,4.0,4.0,-3.4830190476190657,0.18441190274807243,-3.76,-3.47,-3.23,0.5299999999999998,NAP,2007-07-06,2010-07-08,,184015.0,541935.0
P16A0069,383.0,2007.0,2008.0,2.0,2.0,-3.2534203655352596,0.12612238842349163,-3.38,-3.34,-3.07,0.31000000000000005,NAP,2007-07-06,2008-07-22,,184499.0,542028.0
P16B0001,365.0,1961.0,1978.0,18.0,18.0,-0.8901369863013688,0.10254847621690523,-1.028,-0.91,-0.72,0.30800000000000005,NAP,1961-02-14,1978-10-27,16BS0028,192470.0,543750.0
P16B0002,9.0,1980.0,1983.0,3.0,4.0,-1.1211111111111114,0.04196559437338053,-1.188,-1.11,-1.078,0.10999999999999988,NAP,1980-01-29,1983-01-19,16BS7016,191070.0,540000.0
P16B0003,73.0,1980.0,1989.0,9.0,10.0,-1.0158904109589042,0.042026301831854095,-1.074,-1.02,-0.94,0.13400000000000012,NAP,1980-01-29,1989-02-24,16BS7017,191420.0,539285.0
P16B0004,9.0,1980.0,1983.0,3.0,4.0,-1.1044444444444443,0.11727223788168181,-1.222,-1.14,-0.92,0.30199999999999994,NAP,1980-01-29,1983-01-19,16BS7018,190830.0,539440.0
P16B0005,9.0,1980.0,1983.0,3.0,4.0,-1.3266666666666667,0.11045361017187262,-1.464,-1.34,-1.17,0.29400000000000004,NAP,1980-01-29,1983-01-19,16BS7019,190690.0,539590.0
P16B0006,9.0,1980.0,1983.0,3.0,4.0,-1.327777777777778,0.0927062265678225,-1.406,-1.35,-1.1760000000000002,0.22999999999999976,NAP,1980-01-29,1983-01-19,16BS7020,190700.0,539210.0
P16B0007,9.0,1980.0,1983.0,3.0,4.0,-1.4944444444444445,0.12856040517117925,-1.658,-1.51,-1.312,0.34599999999999986,NAP,1980-01-29,1983-01-19,16BS7021,190480.0,539050.0
P16B0008,5.0,1980.0,1980.0,1.0,1.0,-0.984,0.0763544366752843,-1.058,-1.0,-0.896,0.16200000000000003,NAP,1980-01-29,1980-06-06,16BS7022,190735.0,538830.0
P16B0009,3.0,1980.0,1980.0,1.0,1.0,-1.3800000000000001,0.13999999999999999,-1.518,-1.32,-1.284,0.23399999999999999,NAP,1980-01-29,1980-03-30,16BS7023,190480.0,539050.0
P16B0010,9.0,1980.0,1983.0,3.0,4.0,-1.4433333333333331,0.14035668847618202,-1.6139999999999999,-1.41,-1.256,0.3579999999999999,NAP,1980-01-29,1983-01-19,16BS7024,190485.0,538350.0
P16B0011,72.0,1980.0,1989.0,9.0,10.0,-1.1794444444444447,0.19815265767420073,-1.448,-1.18,-0.8529999999999998,0.5950000000000002,NAP,1980-01-29,1989-02-24,16BS7025,190745.0,537960.0
P16B0012,73.0,1980.0,1989.0,9.0,10.0,-1.2376712328767119,0.24415682885724413,-1.554,-1.26,-0.8920000000000002,0.6619999999999998,NAP,1980-01-29,1989-02-24,16BS7026,190560.0,537565.0
P16B0013,9.0,1980.0,1983.0,3.0,4.0,-0.9422222222222223,0.07838650677536567,-1.032,-0.93,-0.836,0.19600000000000006,NAP,1980-01-29,1983-01-19,16BS7027,190065.0,537960.0
P16B0014,73.0,1980.0,1989.0,9.0,10.0,-1.0234246575342467,0.07977780215633279,-1.124,-1.04,-0.9,0.2240000000000001,NAP,1980-01-29,1989-02-24,16BS7028,190065.0,537570.0
P16B0015,72.0,1980.0,1989.0,9.0,10.0,-2.3848611111111104,0.16108779039031038,-2.645,-2.4,-2.111,0.5339999999999998,NAP,1980-01-29,1989-02-24,16BS7030,190605.0,540360.0
P16B0016,9.0,1980.0,1983.0,3.0,4.0,-1.0066666666666668,0.11113055385446433,-1.148,-0.98,-0.882,0.2659999999999999,NAP,1980-01-29,1983-01-19,16BS7031,190350.0,540200.0
P16B0017,9.0,1980.0,1983.0,3.0,4.0,-0.9133333333333332,0.05220153254455275,-0.99,-0.91,-0.844,0.14600000000000002,NAP,1980-01-29,1983-01-19,16BS7032,190270.0,540290.0
P16B0018,59.0,1980.0,1987.0,7.0,8.0,-1.4391525423728808,0.15390646662035626,-1.7329999999999999,-1.39,-1.29,0.44299999999999984,NAP,1980-01-29,1987-10-26,16BS7033,190510.0,540285.0
P16B0019,128.0,1991.0,1997.0,7.0,7.0,-0.546640625,0.09381903626109488,-0.7064999999999999,-0.54,-0.3935000000000001,0.3129999999999998,NAP,1991-10-14,1997-08-23,16BS7039,190950.0,547640.0
P16B0020,19.0,1993.0,1995.0,3.0,3.0,-0.37684210526315787,0.05365037346654182,-0.443,-0.39,-0.299,0.14400000000000002,NAP,1993-01-16,1995-03-30,16BS7040,191340.0,546700.0
P16B0021,0.0,,,0.0,,,,,,,,NAP,,,16BS7041,191620.0,547880.0
P16B0022,424.0,1991.0,2011.0,21.0,21.0,-0.4150471698113211,0.47076367477329967,-0.84,-0.53,0.7,1.54,NAP,1991-10-14,2011-07-28,16BS7042,191422.0,546734.0
P16B0023,3021.0,2001.0,2013.0,13.0,13.0,-0.5483151274412466,0.104648455971934,-0.73,-0.54,-0.4,0.32999999999999996,NAP,2001-06-14,2013-04-22,16BS7047,190686.0,545069.0
P16B0024,3406.0,2001.0,2014.0,14.0,14.0,-1.1675455079271888,0.08527037493633441,-1.31,-1.16,-1.03,0.28,NAP,2001-06-14,2014-05-12,16BS7048,190710.0,545057.0
P16B0025,4532.0,2001.0,2018.0,18.0,18.0,-1.1976544571932872,0.07054657325487845,-1.33,-1.19,-1.09,0.24,NAP,2001-06-14,2018-02-06,16BS7049,190345.0,544777.0
P16B0026,3781.0,2002.0,2017.0,16.0,16.0,-1.1377228246495388,0.04410813288164694,-1.21,-1.14,-1.06,0.1499999999999999,NAP,2002-01-14,2017-03-15,16BS7050,191162.0,540174.0
P16B0027,3625.0,2002.0,2017.0,15.0,16.0,-1.1445627586206695,0.03690395315399615,-1.21,-1.14,-1.09,0.11999999999999988,NAP,2002-01-14,2017-04-10,16BS7051,191162.0,540175.0
P16B0028,3941.0,2002.0,2017.0,16.0,16.0,-0.8478355747272229,0.07358140188703054,-1.0,-0.84,-0.73,0.27,NAP,2002-01-14,2017-04-10,16BS7052,190874.0,540164.0
P16B0029,3970.0,2002.0,2017.0,16.0,16.0,-1.1393677581863764,0.05412468708305546,-1.24,-1.13,-1.06,0.17999999999999994,NAP,2002-01-14,2017-04-10,16BS7053,190901.0,540160.0
P16B0030,135.0,2002.0,2012.0,8.0,11.0,-1.738222222222222,1.0925096855109906,-2.226,-2.07,1.8929999999999998,4.119,NAP,2002-01-14,2012-12-28,16BS7054,190049.0,540807.0
P16B0031,3717.0,2002.0,2015.0,14.0,14.0,-1.498872746838864,0.06419614891347857,-1.59,-1.5,-1.43,0.16000000000000014,NAP,2002-01-14,2015-04-13,16BS7055,190826.0,540019.0
P16B0032,4419.0,2003.0,2017.0,15.0,15.0,-1.1444014482914595,0.047915564011057545,-1.23,-1.14,-1.0790000000000055,0.15099999999999447,NAP,2003-03-28,2017-04-10,16BS7056,190857.0,540132.0
P16B0033,504.0,1989.0,2012.0,24.0,24.0,-0.785674603174603,0.19094809301088683,-1.1,-0.78,-0.5,0.6000000000000001,NAP,1989-04-14,2012-01-27,16BS7607,198442.0,542768.0
P16B0034,0.0,,,0.0,,,,,,,,NAP,,,16BS7608,198540.0,542450.0
P16B0035,24.0,1991.0,1992.0,2.0,2.0,-0.8566666666666668,0.11860297916438131,-1.02,-0.8200000000000001,-0.7015,0.3185,NAP,1991-05-14,1992-04-28,16BS7608,198538.0,542452.0
P16B0036,284.0,1989.0,2004.0,16.0,16.0,-0.4140140845070424,0.16613698575013708,-0.6984999999999999,-0.4,-0.19,0.5085,NAP,1989-04-14,2004-03-15,16BS7609,198700.0,542400.0
P16B0037,341.0,1989.0,2004.0,16.0,16.0,-0.4502639296187685,0.10726926326846727,-0.54,-0.48,-0.23,0.31000000000000005,NAP,1989-04-14,2004-03-15,16BS7610,199100.0,542480.0
P16B0038,741.0,1986.0,2020.0,35.0,35.0,-0.46465587044534373,0.10312441480235987,-0.58,-0.5,-0.28,0.29999999999999993,NAP,1986-10-06,2020-09-15,16BS7611,199106.0,542456.0
P16B0039,215.0,1992.0,2003.0,12.0,12.0,-0.19362790697674429,0.20502302392428207,-0.603,-0.13,0.09,0.693,NAP,1992-12-14,2003-12-15,16BS7618,198300.0,549920.0
P16B0040,254.0,1992.0,2003.0,12.0,12.0,-0.3351574803149606,0.19123422408557075,-0.63,-0.335,-0.05,0.58,NAP,1992-12-14,2003-12-15,16BS7619,199160.0,549610.0
P16B0041,672.0,1986.0,2020.0,35.0,35.0,-0.5345089285714282,0.07698721463161329,-0.68,-0.53,-0.42,0.26000000000000006,NAP,1986-05-21,2020-09-15,,197551.0,541128.0
P16B0042,690.0,1986.0,2020.0,35.0,35.0,-0.4932318840579713,0.0819828019997554,-0.59,-0.51,-0.32,0.26999999999999996,NAP,1986-05-21,2020-04-14,,199364.0,542537.0
P16B0043,691.0,1986.0,2020.0,35.0,35.0,-0.4839363241678727,0.09430365076818513,-0.6,-0.51,-0.32,0.27999999999999997,NAP,1986-05-21,2020-04-14,,199641.0,542633.0
P16B0044,565.0,1986.0,2012.0,27.0,27.0,-0.47991150442477903,0.09129967389054543,-0.58,-0.51,-0.32,0.25999999999999995,NAP,1986-05-21,2012-08-28,,199827.0,542778.0
P16B0045,600.0,1986.0,2020.0,34.0,35.0,-0.45823333333333277,0.08148995793529441,-0.55,-0.48,-0.3,0.25000000000000006,NAP,1986-05-21,2020-01-28,,199060.0,541893.0
P16B0046,595.0,1986.0,2017.0,32.0,32.0,-0.40334453781512664,0.09450780141446068,-0.53,-0.41,-0.26,0.27,NAP,1986-05-21,2017-11-28,,199053.0,542045.0
P16B0047,627.0,1986.0,2020.0,34.0,35.0,-0.44913875598086117,0.07600797553819469,-0.537,-0.47,-0.3,0.23700000000000004,NAP,1986-05-21,2020-01-28,,199499.0,542201.0
P16B0048,651.0,1986.0,2018.0,33.0,33.0,-0.45516129032258024,0.08156222791422822,-0.55,-0.47,-0.295,0.25500000000000006,NAP,1986-05-21,2018-09-13,,199834.0,542592.0
P16B0049,315.0,2004.0,2020.0,17.0,17.0,-0.4989206349206347,0.1679611061274906,-0.85,-0.47,-0.27,0.58,NAP,2004-04-16,2020-09-15,,198706.0,542387.0
P16B0050,312.0,2004.0,2020.0,17.0,17.0,-0.5110256410256411,0.0753314603762422,-0.59,-0.53,-0.36,0.22999999999999998,NAP,2004-04-16,2020-09-15,,199097.0,542473.0
P16B0051,64.0,2003.0,2012.0,7.0,10.0,-0.9937500000000002,0.41031733750880844,-1.2585,-1.1,0.16849999999999996,1.4269999999999998,NAP,2003-08-14,2012-05-15,,190654.0,538337.0
P16B0052,62.0,2003.0,2009.0,6.0,7.0,-1.0135483870967739,0.026802053640031222,-1.05,-1.01,-0.98,0.07000000000000006,NAP,2003-08-14,2009-05-14,,190617.0,540304.0
P16B0053,3688.0,2003.0,2015.0,13.0,13.0,-0.9105531453362307,0.14713636809890046,-1.13,-0.92,-0.6135000000000036,0.5164999999999963,NAP,2003-05-14,2015-04-13,,190680.0,540435.0
P16B0054,4468.0,2003.0,2017.0,15.0,15.0,-1.0931177260519087,0.10237505292285518,-1.25,-1.1,-0.92,0.32999999999999996,NAP,2003-05-14,2017-05-31,,190782.0,539398.0
P16B0055,4012.0,2003.0,2017.0,15.0,15.0,-0.9396360917248268,0.07803698036918466,-1.08,-0.93,-0.83,0.2500000000000001,NAP,2003-05-14,2017-06-19,,190645.0,539195.0
P16B0056,4468.0,2003.0,2017.0,15.0,15.0,-1.1647739480752017,0.08724275779885265,-1.34,-1.15,-1.05,0.29000000000000004,NAP,2003-05-14,2017-05-31,,190661.0,539187.0
P16B0057,3922.0,2003.0,2017.0,15.0,15.0,-1.177967873533911,0.07930664847115898,-1.31,-1.17,-1.07,0.24,NAP,2003-05-14,2017-05-31,,190674.0,539188.0
P16B0058,3592.0,2003.0,2017.0,14.0,15.0,-1.0446547884187112,0.1062389240219572,-1.2,-1.06,-0.87,0.32999999999999996,NAP,2003-05-14,2017-06-19,,191122.0,539095.0
P16B0059,1848.0,2003.0,2010.0,8.0,8.0,-0.5936417748917695,0.0937210979956875,-0.78,-0.57,-0.47,0.31000000000000005,NAP,2003-06-16,2010-03-31,,191766.0,539196.0
P16B0060,4377.0,2003.0,2017.0,15.0,15.0,-1.1169339730408903,0.051329343802931963,-1.19,-1.12,-1.03,0.15999999999999992,NAP,2003-05-14,2017-03-01,,191054.0,540003.0
P16B0061,2721.0,2003.0,2017.0,11.0,15.0,-0.9842851892686446,0.10342096067900092,-1.13,-0.98,-0.85,0.2799999999999999,NAP,2003-05-14,2017-06-19,,190125.0,537993.0
P16B0062,4440.0,2003.0,2017.0,15.0,15.0,-1.1485202702702773,0.10794437815735258,-1.35,-1.15,-0.97,0.3800000000000001,NAP,2003-05-28,2017-05-02,,190759.0,537994.0
P16B0063,4468.0,2003.0,2017.0,15.0,15.0,-0.9237264995523643,0.10090019470199557,-1.08,-0.92,-0.76,0.32000000000000006,NAP,2003-05-14,2017-05-31,,190280.0,539600.0
P16B0064,1849.0,2003.0,2010.0,8.0,8.0,-1.1205300162249736,0.027361225844386498,-1.16,-1.12,-1.07,0.08999999999999986,NAP,2003-05-14,2010-03-31,,191778.0,539203.0
P16B0065,95.0,2003.0,2012.0,9.0,10.0,-0.8016842105263158,0.341805757429377,-0.943,-0.89,0.49,1.4329999999999998,NAP,2003-08-14,2012-05-15,,190163.0,540436.0
P16B0066,2673.0,2003.0,2017.0,12.0,15.0,-1.1179423868312632,0.042013698612444444,-1.2,-1.12,-1.05,0.1499999999999999,NAP,2003-05-14,2017-03-01,,190264.0,540944.0
P16B0067,4416.0,2003.0,2017.0,15.0,15.0,-0.9121218297101505,0.08560889557986605,-1.07,-0.89,-0.8,0.27,NAP,2003-05-14,2017-04-10,,190309.0,540887.0
P16B0068,179.0,2012.0,2019.0,8.0,8.0,-0.5463687150837986,0.34524002125214637,-0.911,-0.6,0.55,1.461,NAP,2012-01-13,2019-09-30,,191295.0,546987.0
P16B0069,96.0,2015.0,2020.0,6.0,6.0,-0.5232291666666664,0.18839205923407745,-0.83,-0.54,-0.205,0.625,NAP,2015-06-29,2020-09-15,,198462.0,542733.0
P16B0070,91.0,2015.0,2020.0,6.0,6.0,-0.3917582417582416,0.1389131895713083,-0.61,-0.41,-0.13,0.48,NAP,2015-06-29,2020-09-15,,199804.0,542807.0
P16B0071,49.0,2016.0,2020.0,5.0,5.0,-0.896734693877551,0.07561932499649258,-1.01,-0.88,-0.8040000000000002,0.20599999999999985,NAP,2016-01-14,2020-09-15,,196174.0,539907.0
P16B0072,80.0,2016.0,2020.0,5.0,5.0,-0.5507500000000001,0.16284476571728973,-0.8204999999999999,-0.53,-0.2795000000000001,0.5409999999999998,NAP,2016-01-14,2020-09-15,,198627.0,541966.0
P16B0073,7.0,2020.0,2020.0,1.0,1.0,-0.8171428571428573,0.04715728494951255,-0.877,-0.81,-0.758,0.119,NAP,2020-06-16,2020-09-15,,198196.0,541413.0
P16C0003,174.0,1998.0,2007.0,8.0,10.0,-3.2111494252873576,0.6056772357941196,-3.9935,-3.2350000000000003,-2.35,1.6435,NAP,1998-01-27,2007-11-28,16CS7011,182080.0,533710.0
P16C0004,174.0,1998.0,2007.0,8.0,10.0,-2.9759770114942516,0.25370530339621217,-3.324,-2.95,-2.6730000000000005,0.6509999999999994,NAP,1998-01-27,2007-11-28,16CS7017,182120.0,533680.0
P16C0005,175.0,1998.0,2007.0,8.0,10.0,-4.489942857142856,0.06033905297258894,-4.583,-4.49,-4.4,0.18299999999999983,NAP,1998-01-27,2007-12-15,16CS7018,182805.0,533120.0
P16C0006,3656.0,2002.0,2015.0,14.0,14.0,-0.8133889496717777,0.05454879193333502,-0.93,-0.8,-0.74,0.19000000000000006,NAP,2002-01-14,2015-02-04,16CS7020,189711.0,537247.0
P16C0007,3784.0,2002.0,2015.0,14.0,14.0,-1.355745243128966,0.08170483619448134,-1.5185,-1.35,-1.23,0.2885,NAP,2002-01-14,2015-06-18,16CS7021,189895.0,536664.0
P16C0009,0.0,,,0.0,,,,,,,,NAP,,,,181649.0,528980.0
P16C0010,0.0,,,0.0,,,,,,,,NAP,,,,189738.0,526526.0
P16D0001,3684.0,2002.0,2015.0,14.0,14.0,-0.9215336590662252,0.12008463259812761,-1.14,-0.89,-0.79,0.34999999999999987,NAP,2002-01-14,2015-03-09,16DS7004,190397.0,537029.0
P16D0002,8.0,1992.0,1992.0,1.0,1.0,-0.7949999999999999,0.03162277660168377,-0.83,-0.795,-0.7505000000000001,0.0794999999999999,NAP,1992-06-15,1992-09-28,16DS9008,190640.0,534270.0
P16D0003,4096.0,2003.0,2016.0,14.0,14.0,-1.0721874999999992,0.09741218142066697,-1.28,-1.06,-0.94,0.3400000000000001,NAP,2003-05-14,2016-05-18,,190040.0,537484.0
P16D0004,3615.0,2003.0,2017.0,14.0,15.0,-0.8169488243430125,0.06207633502685364,-0.95,-0.81,-0.73,0.21999999999999997,NAP,2003-05-14,2017-06-19,,190475.0,537096.0
P16E0001,377.0,1961.0,1981.0,21.0,21.0,3.1675331564986684,0.059924727507696916,3.12,3.15,3.272,0.1519999999999997,NAP,1961-02-14,1981-10-14,16ES0012,208840.0,549570.0
P16E0002,75.0,1991.0,1994.0,4.0,4.0,1.3225333333333327,0.09489814359436993,1.18,1.32,1.4729999999999999,0.2929999999999999,NAP,1991-07-14,1994-10-14,16ES7022,209550.0,537705.0
P16E0003,513.0,1991.0,2014.0,24.0,24.0,0.5818908382066276,0.19749637005633508,0.35,0.54,0.93,0.5800000000000001,NAP,1991-07-14,2014-02-27,16ES7023,209295.0,538815.0
P16E0004,633.0,1991.0,2019.0,29.0,29.0,1.055639810426541,0.09419685384014563,0.9,1.07,1.2,0.29999999999999993,NAP,1991-07-14,2019-09-30,16ES7024,208516.0,538218.0
P16E0005,459.0,1991.0,2014.0,23.0,24.0,1.4101742919389946,0.1596241905844746,1.2,1.39,1.65,0.44999999999999996,NAP,1991-07-14,2014-02-27,16ES7025,209330.0,538820.0
P16E0006,76.0,1991.0,1994.0,4.0,4.0,1.6353947368421056,0.04231440383521692,1.59,1.63,1.6925,0.10249999999999981,NAP,1991-07-14,1994-10-14,16ES7026,209700.0,538005.0
P16E0007,47.0,1991.0,1994.0,4.0,4.0,0.27723404255319145,0.15725501481821308,0.05,0.27,0.5779999999999998,0.5279999999999998,NAP,1991-02-28,1994-06-14,16ES7034,201545.0,546720.0
P16E0008,54.0,1990.0,1992.0,3.0,3.0,-0.4959259259259258,0.1461908615283784,-0.61,-0.545,-0.19,0.42,NAP,1990-02-16,1992-06-26,16ES7035,201700.0,546385.0
P16E0009,51.0,1990.0,1994.0,5.0,5.0,-0.25431372549019604,0.11512175992332264,-0.4,-0.27,-0.045,0.35500000000000004,NAP,1990-02-16,1994-06-14,16ES7036,201780.0,546360.0
P16E0010,70.0,1990.0,1994.0,5.0,5.0,-0.43142857142857144,0.19282255651836344,-0.581,-0.43,-0.22450000000000003,0.35649999999999993,NAP,1990-02-16,1994-06-28,16ES7037,201805.0,546295.0
P16E0011,381.0,1990.0,2008.0,19.0,19.0,-0.7461942257217855,0.17316087460187307,-0.9,-0.8,-0.41,0.49000000000000005,NAP,1990-02-16,2008-03-14,16ES7038,201766.0,546195.0
P16E0012,258.0,1995.0,2008.0,14.0,14.0,-1.1982945736434099,0.24357142955075256,-1.4,-1.24,-1.0,0.3999999999999999,NAP,1995-02-28,2008-03-14,16ES7039,201763.0,546185.0
P16E0014,85.0,1994.0,1998.0,5.0,5.0,7.0954117647058865,0.11637943834487167,6.97,7.07,7.32,0.35000000000000053,NAP,1994-06-28,1998-03-02,16ES7053,209245.0,542470.0
P16E0015,71.0,1994.0,1998.0,5.0,5.0,6.242957746478875,0.1826268198594937,5.93,6.2,6.53,0.6000000000000005,NAP,1994-06-28,1998-03-02,16ES7054,209760.0,543390.0
P16E0016,260.0,1995.0,2008.0,14.0,14.0,-0.5681923076923073,0.4099272483933566,-0.94,-0.69,0.47,1.41,NAP,1995-05-16,2008-02-14,16ES7055,204596.0,548195.0
P16E0017,260.0,1995.0,2008.0,14.0,14.0,-0.254,0.13547057980343163,-0.411,-0.27,0.02,0.431,NAP,1995-05-16,2008-02-14,16ES7056,204599.0,548165.0
P16E0018,209.0,1997.0,2008.0,12.0,12.0,-1.2099999999999993,0.18323219821182754,-1.45,-1.22,-0.92,0.5299999999999999,NAP,1997-02-20,2008-03-14,16ES7060,201700.0,546260.0
P16E0019,228.0,1997.0,2008.0,12.0,12.0,-1.370526315789473,0.16659239399248257,-1.64,-1.39,-1.13,0.51,NAP,1997-02-20,2008-03-14,16ES7061,201774.0,545838.0
P16E0020,219.0,1992.0,2002.0,11.0,11.0,-0.4898173515981735,0.11333138657838561,-0.611,-0.52,-0.26,0.351,NAP,1992-12-14,2002-05-28,16ES7600,201234.0,550020.0
P16E0021,251.0,1992.0,2003.0,12.0,12.0,-1.3698804780876495,0.08111464514728835,-1.51,-1.37,-1.25,0.26,NAP,1992-12-14,2003-12-15,16ES7601,201240.0,550020.0
P16E0022,334.0,2004.0,2020.0,17.0,17.0,-0.5601497005988026,0.08940061529388432,-0.73,-0.55,-0.4165000000000003,0.31349999999999967,NAP,2004-02-13,2020-01-27,,200204.0,548762.0
P16E0023,642.0,1986.0,2018.0,33.0,33.0,-0.4696105919003116,0.0886772500533716,-0.58,-0.49,-0.32,0.25999999999999995,NAP,1986-05-21,2018-12-13,,200253.0,543180.0
P16E0025,608.0,1986.0,2016.0,31.0,31.0,-0.4187993421052628,0.09965197693462964,-0.54,-0.44,-0.24,0.30000000000000004,NAP,1986-05-21,2016-04-28,,200083.0,542710.0
P16E0026,659.0,1986.0,2020.0,35.0,35.0,-0.4726555386949921,0.09775327797334782,-0.601,-0.49,-0.31,0.291,NAP,1986-05-21,2020-08-28,,200546.0,543233.0
P16F0001,215.0,1980.0,1994.0,15.0,15.0,2.033627906976744,0.1177826731572436,1.86,2.02,2.24,0.3800000000000001,NAP,1980-01-03,1994-10-14,16FS7026,210380.0,539270.0
P16F0002,178.0,1980.0,1994.0,15.0,15.0,2.2137640449438196,0.09265018621144222,2.0885,2.19,2.38,0.2915000000000001,NAP,1980-01-24,1994-10-14,16FS7027,210500.0,539310.0
P16F0003,125.0,1980.0,1994.0,15.0,15.0,2.145439999999999,0.08855018624413487,2.032,2.14,2.25,0.21799999999999997,NAP,1980-01-03,1994-09-28,16FS7029,210670.0,539370.0
P16F0004,518.0,1991.0,2014.0,24.0,24.0,1.6659073359073375,0.14962573264218595,1.4,1.69,1.8914999999999997,0.4914999999999998,NAP,1991-07-14,2014-02-27,16FS7030,210590.0,538485.0
P16F0005,519.0,1991.0,2014.0,24.0,24.0,1.1363583815028913,0.11025783524842511,0.98,1.13,1.3109999999999997,0.33099999999999974,NAP,1991-07-14,2014-02-27,16FS7031,210400.0,538670.0
P16F0006,76.0,1991.0,1994.0,4.0,4.0,1.8523684210526317,0.21183558669277852,1.5075,1.8650000000000002,2.17,0.6624999999999999,NAP,1991-07-14,1994-10-14,16FS7032,210415.0,538690.0
P16F0007,76.0,1991.0,1994.0,4.0,4.0,1.5746052631578937,0.10611240316411252,1.46,1.57,1.71,0.25,NAP,1991-07-14,1994-10-14,16FS7033,210970.0,539510.0
