location,date,remark
P10H0039,2008-03-10,TM-FR
P10H0039,2008-03-11,TM-FR
P10H0039,2008-03-12,TM-FR
P10H0039,2008-03-13,TM-FR
P10H0039,2008-03-14,TM-FR
P10H0039,2008-03-15,TM-FR
P10H0039,2008-03-16,TM-FR
P10H0039,2008-03-17,TM-FR
P10H0039,2008-03-18,TM-FR
P10H0039,2008-03-19,TM-FR
P10H0039,2008-03-20,TM-FR
P10H0039,2008-03-21,TM-FR
P10H0039,2008-03-22,TM-FR
P10H0039,2008-03-23,TM-FR
P10H0039,2008-03-24,TM-FR
P10H0039,2008-03-25,TM-FR
P10H0039,2008-03-26,TM-FR
P10H0039,2008-03-27,TM-FR
P10H0039,2008-03-28,TM-FR
P10H0039,2008-03-29,TM-FR
P10H0039,2008-03-30,TM-FR
P10H0039,2008-03-31,TM-FR
P10H0039,2008-04-01,TM-FR
P10H0039,2008-04-02,TM-FR
P10H0039,2008-04-03,TM-FR
P10H0039,2008-04-04,TM-FR
P10H0039,2008-04-05,TM-FR
P10H0039,2008-04-06,TM-FR
P10H0039,2008-04-07,TM-FR
P10H0039,2008-04-08,TM-FR
P10H0039,2008-04-09,TM-FR
P10H0039,2008-04-10,TM-FR
P10H0039,2008-04-11,TM-FR
P10H0039,2008-04-12,TM-FR
P10H0039,2008-04-13,TM-FR
P10H0039,2008-04-14,TM-FR
P10H0039,2008-04-15,TM-FR
P10H0039,2008-04-16,TM-FR
P10H0039,2008-04-17,TM-FR
P10H0039,2008-04-18,TM-FR
P10H0039,2008-04-19,TM-FR
P10H0039,2008-04-20,TM-FR
P10H0039,2008-04-21,TM-FR
P10H0039,2008-04-22,TM-FR
P10H0039,2008-04-23,TM-FR
P10H0039,2008-04-24,TM-FR
P10H0039,2008-04-25,TM-FR
P10H0039,2008-04-26,TM-FR
P10H0039,2008-04-27,TM-FR
P10H0039,2008-04-28,TM-FR
P10H0039,2008-04-29,TM-FR
P10H0039,2008-04-30,TM-FR
P10H0039,2008-05-01,TM-FR
P10H0039,2008-05-02,TM-FR
P10H0039,2008-05-03,TM-FR
P10H0039,2008-05-04,TM-FR
P10H0039,2008-05-05,TM-FR
P10H0039,2008-05-06,TM-FR
P10H0039,2008-05-07,TM-FR
P10H0039,2008-05-08,TM-FR
P10H0039,2008-05-09,TM-FR
P10H0039,2008-05-10,TM-FR
P10H0039,2008-05-11,TM-FR
P10H0039,2008-05-12,TM-FR
P10H0039,2008-05-13,TM-FR
P10H0039,2008-05-14,TM-FR
P10H0039,2008-05-15,TM-FR
P10H0039,2008-05-16,TM-FR
P10H0039,2008-05-17,TM-FR
P10H0039,2008-05-18,TM-FR
P10H0039,2008-05-19,TM-FR
P10H0039,2008-05-20,TM-FR
P10H0039,2008-05-21,TM-FR
P10H0039,2008-05-22,TM-FR
P10H0039,2008-05-23,TM-FR
P10H0039,2008-05-24,TM-FR
P10H0039,2008-05-25,TM-FR
P10H0039,2008-05-26,TM-FR
P10H0039,2008-05-27,TM-FR
P10H0039,2008-05-28,TM-FR
P10H0039,2008-05-29,TM-FR
P10H0039,2008-05-30,TM-FR
P10H0039,2008-05-31,TM-FR
P10H0039,2008-06-01,TM-FR
P10H0039,2008-06-02,TM-FR
P10H0039,2008-06-03,TM-FR
P10H0039,2008-06-04,TM-FR
P10H0039,2008-06-05,TM-FR
P10H0039,2008-06-06,TM-FR
P10H0039,2008-06-07,TM-FR
P10H0039,2008-06-08,TM-FR
P10H0039,2008-06-09,TM-FR
P10H0039,2008-06-10,TM-FR
P10H0039,2008-06-11,TM-FR
P10H0039,2008-06-12,TM-FR
P10H0039,2008-06-13,TM-FR
P10H0039,2008-06-14,TM-FR
P10H0039,2008-06-15,TM-FR
P10H0039,2008-06-16,TM-FR
P10H0039,2008-06-17,TM-FR
P10H0039,2008-06-18,TM-FR
P10H0039,2008-06-19,TM-FR
P10H0039,2008-06-20,TM-FR
P10H0039,2008-06-21,TM-FR
P10H0039,2008-06-22,TM-FR
P10H0039,2008-06-23,TM-FR
P10H0039,2008-06-24,TM-FR
P10H0039,2008-06-25,TM-FR
P10H0039,2008-06-26,TM-FR
P10H0039,2008-06-27,TM-FR
P10H0039,2008-06-28,TM-FR
P10H0039,2008-06-29,TM-FR
P10H0039,2008-06-30,TM-FR
P10H0039,2008-07-01,TM-FR
P10H0039,2008-07-02,TM-FR
P10H0039,2008-07-03,TM-FR
P10H0039,2008-07-04,TM-FR
P10H0039,2008-07-05,TM-FR
P10H0039,2008-07-06,TM-FR
P10H0039,2008-07-07,TM-FR
P10H0039,2008-07-08,TM-FR
P10H0039,2008-07-09,TM-FR
P10H0039,2008-07-10,TM-FR
P10H0039,2008-07-11,TM-FR
P10H0039,2008-07-12,TM-FR
P10H0039,2008-07-13,TM-FR
P10H0039,2008-07-14,TM-FR
P10H0039,2008-07-15,TM-FR
P10H0039,2008-07-16,TM-FR
P10H0039,2008-07-17,TM-FR
P10H0039,2008-07-18,TM-FR
P10H0039,2008-07-19,TM-FR
P10H0039,2008-07-20,TM-FR
P10H0039,2008-07-21,TM-FR
P10H0039,2008-07-22,TM-FR
P10H0039,2008-07-23,TM-FR
P10H0039,2008-07-24,TM-FR
P10H0039,2008-07-25,TM-FR
P10H0039,2008-07-26,TM-FR
P10H0039,2008-07-27,TM-FR
P10H0039,2008-07-28,TM-FR
P10H0039,2008-07-29,TM-FR
P10H0039,2008-07-30,TM-FR
P10H0039,2008-07-31,TM-FR
P10H0039,2008-08-01,TM-FR
P10H0039,2008-08-02,TM-FR
P10H0039,2008-08-03,TM-FR
P10H0039,2008-08-04,TM-FR
P10H0039,2008-08-05,TM-FR
P10H0039,2008-08-06,TM-FR
P10H0039,2008-08-07,TM-FR
P10H0039,2008-08-08,TM-FR
P10H0039,2008-08-09,TM-FR
P10H0039,2008-08-10,TM-FR
P10H0039,2008-08-11,TM-FR
P10H0039,2008-08-12,TM-FR
P10H0039,2008-08-13,TM-FR
P10H0039,2008-08-14,TM-FR
P10H0039,2008-08-15,TM-FR
P10H0039,2008-08-16,TM-FR
P10H0039,2008-08-17,TM-FR
P10H0039,2008-08-18,TM-FR
P10H0039,2008-08-19,TM-FR
P10H0039,2008-08-20,TM-FR
P10H0039,2008-08-21,TM-FR
P10H0039,2008-08-22,TM-FR
P10H0039,2008-08-23,TM-FR
P10H0039,2008-08-24,TM-FR
P10H0039,2008-08-25,TM-FR
P10H0039,2008-08-26,TM-FR
P10H0039,2008-08-27,TM-FR
P10H0039,2008-08-28,TM-FR
P10H0039,2008-08-29,TM-FR
P10H0039,2008-08-30,TM-FR
P10H0039,2008-08-31,TM-FR
P10H0039,2008-09-01,TM-FR
P10H0039,2008-09-02,TM-FR
P10H0039,2008-09-03,TM-FR
P10H0039,2008-09-04,TM-FR
P10H0039,2008-09-05,TM-FR
P10H0039,2008-09-06,TM-FR
P10H0039,2008-09-07,TM-FR
P10H0039,2008-09-08,TM-FR
P10H0039,2008-09-09,TM-FR
P10H0039,2008-09-10,TM-FR
P10H0039,2008-09-11,TM-FR
P10H0039,2008-09-12,TM-FR
P10H0039,2008-09-13,TM-FR
P10H0039,2008-09-14,TM-FR
P10H0039,2008-09-15,TM-FR
P10H0039,2008-09-16,TM-FR
P10H0039,2008-09-17,TM-FR
P10H0039,2008-09-18,TM-FR
P10H0039,2008-09-19,TM-FR
P10H0039,2008-09-20,TM-FR
P10H0039,2008-09-21,TM-FR
P10H0039,2008-09-22,TM-FR
P10H0039,2008-09-23,TM-FR
P10H0039,2008-09-24,TM-FR
P10H0039,2008-09-25,TM-FR
P10H0039,2008-09-26,TM-FR
P10H0039,2008-09-27,TM-FR
P10H0039,2008-09-28,TM-FR
P10H0039,2008-09-29,TM-FR
P10H0039,2008-09-30,TM-FR
P10H0039,2008-10-01,TM-FR
P10H0039,2008-10-02,TM-FR
P10H0039,2008-10-03,TM-FR
P10H0039,2008-10-04,TM-FR
P10H0039,2008-10-05,TM-FR
P10H0039,2008-10-06,TM-FR
P10H0039,2008-10-07,TM-FR
P10H0039,2008-10-08,TM-FR
P10H0039,2008-10-09,TM-FR
P10H0039,2008-10-10,TM-FR
P10H0039,2008-10-11,TM-FR
P10H0039,2008-10-12,TM-FR
P10H0039,2008-10-13,TM-FR
P10H0039,2008-10-14,TM-FR
P10H0039,2008-10-15,TM-FR
P10H0039,2008-10-16,TM-FR
P10H0039,2008-10-17,TM-FR
P10H0039,2008-10-18,TM-FR
P10H0039,2008-10-19,TM-FR
P10H0039,2008-10-21,TM-FR
P10H0039,2008-10-22,TM-FR
P10H0039,2008-10-23,TM-FR
P10H0039,2008-10-24,TM-FR
P10H0039,2008-10-25,TM-FR
P10H0039,2008-10-26,TM-FR
P10H0039,2008-10-27,TM-FR
P10H0039,2008-10-28,TM-FR
P10H0039,2008-10-29,TM-FR
P10H0039,2008-10-30,TM-FR
P10H0039,2008-10-31,TM-FR
P10H0039,2008-11-01,TM-FR
P10H0039,2008-11-02,TM-FR
P10H0039,2008-11-03,TM-FR
P10H0039,2008-11-04,TM-FR
P10H0039,2008-11-05,TM-FR
P10H0039,2008-11-06,TM-FR
P10H0039,2008-11-07,TM-FR
P10H0039,2008-11-08,TM-FR
P10H0039,2008-11-09,TM-FR
P10H0039,2008-11-10,TM-FR
P10H0039,2008-11-11,TM-FR
P10H0039,2008-11-13,TM-FR
P10H0039,2008-11-14,TM-FR
P10H0039,2008-11-15,TM-FR
P10H0039,2008-11-16,TM-FR
P10H0039,2008-11-17,TM-FR
P10H0039,2008-11-18,TM-FR
P10H0039,2008-11-19,TM-FR
P10H0039,2008-11-20,TM-FR
P10H0039,2008-11-21,TM-FR
P10H0039,2008-11-22,TM-FR
P10H0039,2008-11-23,TM-FR
P10H0039,2008-11-24,TM-FR
P10H0039,2008-11-25,TM-FR
P10H0039,2008-11-26,TM-FR
P10H0039,2008-11-27,TM-FR
P10H0039,2008-11-28,TM-FR
P10H0039,2008-11-29,TM-FR
P10H0039,2008-11-30,TM-FR
P10H0039,2008-12-01,TM-FR
P10H0039,2008-12-02,TM-FR
P10H0039,2008-12-03,TM-FR
P10H0039,2008-12-04,TM-FR
P10H0039,2008-12-05,TM-FR
P10H0039,2008-12-06,TM-FR
P10H0039,2008-12-07,TM-FR
P10H0039,2008-12-08,TM-FR
P10H0039,2008-12-09,TM-FR
P10H0039,2008-12-10,TM-FR
P10H0039,2008-12-11,TM-FR
P10H0039,2008-12-12,TM-FR
P10H0039,2008-12-13,TM-FR
P10H0039,2008-12-14,TM-FR
P10H0039,2008-12-15,TM-FR
P10H0039,2008-12-16,TM-FR
P10H0039,2008-12-17,TM-FR
P10H0039,2008-12-18,TM-FR
P10H0039,2008-12-19,TM-FR
P10H0039,2008-12-20,TM-FR
P10H0039,2008-12-21,TM-FR
P10H0039,2008-12-22,TM-FR
P10H0039,2008-12-23,TM-FR
P10H0039,2008-12-24,TM-FR
P10H0039,2008-12-25,TM-FR
P10H0039,2008-12-26,TM-FR
P10H0039,2008-12-27,TM-FR
P10H0039,2008-12-28,TM-FR
P10H0039,2008-12-29,TM-FR
P10H0039,2008-12-30,TM-FR
P10H0039,2008-12-31,TM-FR
P10H0039,2009-01-01,TM-FR
P10H0039,2009-01-02,TM-FR
P10H0039,2009-01-03,TM-FR
P10H0039,2009-01-04,TM-FR
P10H0039,2009-01-05,TM-FR
P10H0039,2009-01-06,TM-FR
P10H0039,2009-01-07,TM-FR
P10H0039,2009-01-08,TM-FR
P10H0039,2009-01-09,TM-FR
P10H0039,2009-01-10,TM-FR
P10H0039,2009-01-11,TM-FR
P10H0039,2009-01-12,TM-FR
P10H0039,2009-01-13,TM-FR
P10H0039,2009-01-14,TM-FR
P10H0039,2009-01-15,TM-FR
P10H0039,2009-01-16,TM-FR
P10H0039,2009-01-17,TM-FR
P10H0039,2009-01-18,TM-FR
P10H0039,2009-01-19,TM-FR
P10H0039,2009-01-20,TM-FR
P10H0039,2009-01-21,TM-FR
P10H0039,2009-01-22,TM-FR
P10H0039,2009-01-23,TM-FR
P10H0039,2009-01-24,TM-FR
P10H0039,2009-01-25,TM-FR
P10H0039,2009-01-26,TM-FR
P10H0039,2009-01-27,TM-FR
P10H0039,2009-01-28,TM-FR
P10H0039,2009-01-29,TM-FR
P10H0039,2009-01-30,TM-FR
P10H0039,2009-01-31,TM-FR
P10H0039,2009-02-01,TM-FR
P10H0039,2009-02-02,TM-FR
P10H0039,2009-02-03,TM-FR
P10H0039,2009-02-04,TM-FR
P10H0039,2009-02-05,TM-FR
P10H0039,2009-02-06,TM-FR
P10H0039,2009-02-07,TM-FR
P10H0039,2009-02-08,TM-FR
P10H0039,2009-02-09,TM-FR
P10H0039,2009-02-10,TM-FR
P10H0039,2009-02-11,TM-FR
P10H0039,2009-02-12,TM-FR
P10H0039,2009-02-13,TM-FR
P10H0039,2009-02-14,TM-FR
P10H0039,2009-02-15,TM-FR
P10H0039,2009-02-16,TM-FR
P10H0039,2009-02-17,TM-FR
P10H0039,2009-02-18,TM-FR
P10H0039,2009-02-19,TM-FR
P10H0039,2009-02-20,TM-FR
P10H0039,2009-02-21,TM-FR
P10H0039,2009-02-22,TM-FR
P10H0039,2009-02-23,TM-FR
P10H0039,2009-02-24,TM-FR
P10H0039,2009-02-25,TM-FR
P10H0039,2009-02-26,TM-FR
P10H0039,2009-02-27,TM-FR
P10H0039,2009-02-28,TM-FR
P10H0039,2009-03-01,TM-FR
P10H0039,2009-03-02,TM-FR
P10H0039,2009-03-03,TM-FR
P10H0039,2009-03-04,TM-FR
P10H0039,2009-03-05,TM-FR
P10H0039,2009-03-06,TM-FR
P10H0039,2009-03-07,TM-FR
P10H0039,2009-03-08,TM-FR
P10H0039,2009-03-09,TM-FR
P10H0039,2009-03-10,TM-FR
P10H0039,2009-03-11,TM-FR
P10H0039,2009-03-12,TM-FR
P10H0039,2009-03-13,TM-FR
P10H0039,2009-03-14,TM-FR
P10H0039,2009-03-15,TM-FR
P10H0039,2009-03-16,TM-FR
P10H0039,2009-03-17,TM-FR
P10H0039,2009-03-18,TM-FR
P10H0039,2009-03-19,TM-FR
P10H0039,2009-03-20,TM-FR
P10H0039,2009-03-21,TM-FR
P10H0039,2009-03-22,TM-FR
P10H0039,2009-03-23,TM-FR
P10H0039,2009-03-24,TM-FR
P10H0039,2009-03-25,TM-FR
P10H0039,2009-03-26,TM-FR
P10H0039,2009-03-27,TM-FR
P10H0039,2009-03-28,TM-FR
P10H0039,2009-03-29,TM-FR
P10H0039,2009-03-30,TM-FR
P10H0039,2009-03-31,TM-FR
P10H0039,2009-04-01,TM-FR
P10H0039,2009-04-02,TM-FR
P10H0039,2009-04-03,TM-FR
P10H0039,2009-04-04,TM-FR
P10H0039,2009-04-05,TM-FR
P10H0039,2009-04-06,TM-FR
P10H0039,2009-04-07,TM-FR
P10H0039,2009-04-08,TM-FR
P10H0039,2009-04-09,TM-FR
P10H0039,2009-04-10,TM-FR
P10H0039,2009-04-11,TM-FR
P10H0039,2009-04-12,TM-FR
P10H0039,2009-04-13,TM-FR
P10H0039,2009-04-14,TM-FR
P10H0039,2009-04-15,TM-FR
P10H0039,2009-04-16,TM-FR
P10H0039,2009-04-17,TM-FR
P10H0039,2009-04-18,TM-FR
P10H0039,2009-04-19,TM-FR
P10H0039,2009-04-20,TM-FR
P10H0040,2007-07-06,TM-Fr.
P10H0040,2007-07-07,TM-Fr.
P10H0040,2007-07-08,TM-Fr.
P10H0040,2007-07-09,TM-Fr.
P10H0040,2007-07-10,TM-Fr.
P10H0040,2007-07-11,TM-Fr.
P10H0040,2007-07-12,TM-Fr.
P10H0040,2007-07-13,TM-Fr.
P10H0040,2007-07-14,TM-Fr.
P10H0040,2007-07-15,TM-Fr.
P10H0040,2007-07-16,TM-Fr.
P10H0040,2007-07-17,TM-Fr.
P10H0040,2007-07-18,TM-Fr.
P10H0040,2007-07-19,TM-Fr.
P10H0040,2007-07-20,TM-Fr.
P10H0040,2007-07-21,TM-Fr.
P10H0040,2007-07-22,TM-Fr.
P10H0040,2007-07-23,TM-Fr.
P10H0040,2007-07-24,TM-Fr.
P10H0040,2007-07-25,TM-Fr.
P10H0040,2007-07-26,TM-Fr.
P10H0040,2007-07-27,TM-Fr.
P10H0040,2007-07-28,TM-Fr.
P10H0040,2007-07-29,TM-Fr.
P10H0040,2007-07-30,TM-Fr.
P10H0040,2007-07-31,TM-Fr.
P10H0040,2007-08-01,TM-Fr.
P10H0040,2007-08-02,TM-Fr.
P10H0040,2007-08-03,TM-FR
P10H0040,2007-08-04,TM-FR
P10H0040,2007-08-05,TM-FR
P10H0040,2007-08-06,TM-FR
P10H0040,2007-08-07,TM-FR
P10H0040,2007-08-08,TM-FR
P10H0040,2007-08-09,TM-FR
P10H0040,2007-08-10,TM-FR
P10H0040,2007-08-11,TM-FR
P10H0040,2007-08-12,TM-FR
P10H0040,2007-08-13,TM-FR
P10H0040,2007-08-14,TM-FR
P10H0040,2007-08-15,TM-FR
P10H0040,2007-08-16,TM-FR
P10H0040,2007-08-17,TM-FR
P10H0040,2007-08-18,TM-FR
P10H0040,2007-08-19,TM-FR
P10H0040,2007-08-20,TM-FR
P10H0040,2007-08-21,TM-FR
P10H0040,2007-08-22,TM-FR
P10H0040,2007-08-23,TM-FR
P10H0040,2007-08-24,TM-FR
P10H0040,2007-08-25,TM-FR
P10H0040,2007-08-26,TM-FR
P10H0040,2007-08-27,TM-FR
P10H0040,2007-08-28,TM-FR
P10H0040,2007-08-29,TM-FR
P10H0040,2007-08-30,TM-FR
P10H0040,2007-08-31,TM-FR
P10H0040,2007-09-01,TM-FR
P10H0040,2007-09-02,TM-FR
P10H0040,2007-09-03,TM-FR
P10H0040,2007-09-04,TM-FR
P10H0040,2007-09-05,TM-FR
P10H0040,2007-09-06,TM-FR
P10H0040,2007-09-07,TM-FR
P10H0040,2007-09-08,TM-FR
P10H0040,2007-09-09,TM-FR
P10H0040,2007-09-10,TM-FR
P10H0040,2007-09-11,TM-FR
P10H0040,2007-09-12,TM-FR
P10H0040,2007-09-13,TM-FR
P10H0040,2007-09-14,TM-FR
P10H0040,2007-09-15,TM-FR
P10H0040,2007-09-16,TM-FR
P10H0040,2007-09-17,TM-FR
P10H0040,2007-09-18,TM-FR
P10H0040,2007-09-19,TM-FR
P10H0040,2007-09-20,TM-FR
P10H0040,2007-09-21,TM-FR
P10H0040,2007-09-22,TM-FR
P10H0040,2007-09-23,TM-FR
P10H0040,2007-09-24,TM-FR
P10H0040,2007-09-25,TM-FR
P10H0040,2007-09-26,TM-FR
P10H0040,2007-09-27,TM-FR
P10H0040,2007-09-28,TM-FR
P10H0040,2007-09-29,TM-FR
P10H0040,2007-09-30,TM-FR
P10H0040,2007-10-01,TM-FR
P10H0040,2007-10-02,TM-FR
P10H0040,2007-10-03,TM-FR
P10H0040,2007-10-04,TM-FR
P10H0040,2007-10-05,TM-FR
P10H0040,2007-10-06,TM-FR
P10H0040,2007-10-07,TM-FR
P10H0040,2007-10-08,TM-FR
P10H0040,2007-10-09,TM-FR
P10H0040,2007-10-10,TM-FR
P10H0040,2007-10-11,TM-FR
P10H0040,2007-10-12,TM-FR
P10H0040,2007-10-13,TM-FR
P10H0040,2007-10-14,TM-FR
P10H0040,2007-10-15,TM-FR
P10H0040,2007-10-16,TM-FR
P10H0040,2007-10-17,TM-FR
P10H0040,2007-10-18,TM-FR
P10H0040,2007-10-19,TM-FR
P10H0040,2007-10-20,TM-FR
P10H0040,2007-10-21,TM-FR
P10H0040,2007-10-22,TM-FR
P10H0040,2007-10-23,TM-FR
P10H0040,2007-10-24,TM-FR
P10H0040,2007-10-25,TM-FR
P10H0040,2007-10-26,TM-FR
P10H0040,2007-10-27,TM-FR
P10H0040,2007-10-28,TM-FR
P10H0040,2007-10-29,TM-FR
P10H0040,2007-10-30,TM-FR
P10H0040,2007-10-31,TM-FR
P10H0040,2007-11-01,TM-FR
P10H0040,2007-11-02,TM-FR
P10H0040,2007-11-03,TM-FR
P10H0040,2007-11-04,TM-FR
P10H0040,2007-11-05,TM-FR
P10H0040,2007-11-06,TM-FR
P10H0040,2007-11-07,TM-FR
P10H0040,2007-11-08,TM-FR
P10H0040,2007-11-09,TM-FR
P10H0040,2007-11-10,TM-FR
P10H0040,2007-11-11,TM-FR
P10H0040,2007-11-12,TM-FR
P10H0040,2007-11-13,TM-FR
P10H0040,2007-11-14,TM-FR
P10H0040,2007-11-15,TM-FR
P10H0040,2007-11-16,TM-FR
P10H0040,2007-11-17,TM-FR
P10H0040,2007-11-18,TM-FR
P10H0040,2007-11-19,TM-FR
P10H0040,2007-11-20,TM-FR
P10H0040,2007-11-21,TM-FR
P10H0040,2007-11-22,TM-FR
P10H0040,2007-11-23,TM-FR
P10H0040,2007-11-24,TM-FR
P10H0040,2007-11-25,TM-FR
P10H0040,2007-11-26,TM-FR
P10H0040,2007-11-27,TM-FR
P10H0040,2007-11-28,TM-FR
P10H0040,2007-11-29,TM-FR
P10H0040,2007-11-30,TM-FR
P10H0040,2007-12-01,TM-FR
P10H0040,2007-12-02,TM-FR
P10H0040,2007-12-03,TM-FR
P10H0040,2007-12-04,TM-FR
P10H0040,2007-12-05,TM-FR
P10H0040,2007-12-06,TM-FR
P10H0040,2007-12-07,TM-FR
P10H0040,2007-12-08,TM-FR
P10H0040,2007-12-09,TM-FR
P10H0040,2007-12-10,TM-FR
P10H0040,2007-12-11,TM-FR
P10H0040,2007-12-12,TM-FR
P10H0040,2007-12-13,TM-FR
P10H0040,2007-12-14,TM-FR
P10H0040,2007-12-15,TM-FR
P10H0040,2007-12-16,TM-FR
P10H0040,2007-12-17,TM-FR
P10H0040,2007-12-18,TM-FR
P10H0040,2007-12-19,TM-FR
P10H0040,2007-12-20,TM-FR
P10H0040,2007-12-21,TM-FR
P10H0040,2007-12-22,TM-FR
P10H0040,2007-12-23,TM-FR
P10H0040,2007-12-24,TM-FR
P10H0040,2007-12-25,TM-FR
P10H0040,2007-12-26,TM-FR
P10H0040,2007-12-27,TM-FR
P10H0040,2007-12-28,TM-FR
P10H0040,2007-12-29,TM-FR
P10H0040,2007-12-30,TM-FR
P10H0040,2007-12-31,TM-FR
P10H0040,2008-01-01,TM-FR
P10H0040,2008-01-02,TM-FR
P10H0040,2008-01-03,TM-FR
P10H0040,2008-01-04,TM-FR
P10H0040,2008-01-05,TM-FR
P10H0040,2008-01-06,TM-FR
P10H0040,2008-01-07,TM-FR
P10H0040,2008-01-08,TM-FR
P10H0040,2008-01-09,TM-FR
P10H0040,2008-01-10,TM-FR
P10H0040,2008-01-11,TM-FR
P10H0040,2008-01-12,TM-FR
P10H0040,2008-01-13,TM-FR
P10H0040,2008-01-14,TM-FR
P10H0040,2008-01-15,TM-FR
P10H0040,2008-01-16,TM-FR
P10H0040,2008-01-17,TM-FR
P10H0040,2008-01-18,TM-FR
P10H0040,2008-01-19,TM-FR
P10H0040,2008-01-20,TM-FR
P10H0040,2008-01-21,TM-FR
P10H0040,2008-01-23,TM-FR
P10H0040,2008-01-24,TM-FR
P10H0040,2008-01-25,TM-FR
P10H0040,2008-01-26,TM-FR
P10H0040,2008-01-27,TM-FR
P10H0040,2008-01-28,TM-FR
P10H0040,2008-01-29,TM-FR
P10H0040,2008-01-30,TM-FR
P10H0040,2008-01-31,TM-FR
P10H0040,2008-02-01,TM-FR
P10H0040,2008-02-02,TM-FR
P10H0040,2008-02-03,TM-FR
P10H0040,2008-02-04,TM-FR
P10H0040,2008-02-05,TM-FR
P10H0040,2008-02-06,TM-FR
P10H0040,2008-02-07,TM-FR
P10H0040,2008-02-08,TM-FR
P10H0040,2008-02-09,TM-FR
P10H0040,2008-02-10,TM-FR
P10H0040,2008-02-11,TM-FR
P10H0040,2008-02-12,TM-FR
P10H0040,2008-02-13,TM-FR
P10H0040,2008-02-14,TM-FR
P10H0040,2008-02-15,TM-FR
P10H0040,2008-02-16,TM-FR
P10H0040,2008-02-17,TM-FR
P10H0040,2008-02-18,TM-FR
P10H0040,2008-02-19,TM-FR
P10H0040,2008-02-20,TM-FR
P10H0040,2008-02-21,TM-FR
P10H0040,2008-02-22,TM-FR
P10H0040,2008-02-23,TM-FR
P10H0040,2008-02-24,TM-FR
P10H0040,2008-02-25,TM-FR
P10H0040,2008-02-26,TM-FR
P10H0040,2008-02-27,TM-FR
P10H0040,2008-02-28,TM-FR
P10H0040,2008-02-29,TM-FR
P10H0040,2008-03-01,TM-FR
P10H0040,2008-03-02,TM-FR
P10H0040,2008-03-03,TM-FR
P10H0040,2008-03-04,TM-FR
P10H0040,2008-03-05,TM-FR
P10H0040,2008-03-06,TM-FR
P10H0040,2008-03-07,TM-FR
P10H0040,2008-03-08,TM-FR
P10H0040,2008-03-09,TM-FR
P10H0040,2008-03-10,TM-FR
P10H0040,2008-03-11,TM-FR
P10H0040,2008-03-12,TM-FR
P10H0040,2008-03-13,TM-FR
P10H0040,2008-03-14,TM-FR
P10H0040,2008-03-15,TM-FR
P10H0040,2008-03-16,TM-FR
P10H0040,2008-03-17,TM-FR
P10H0040,2008-03-18,TM-FR
P10H0040,2008-03-19,TM-FR
P10H0040,2008-03-20,TM-FR
P10H0040,2008-03-21,TM-FR
P10H0040,2008-03-22,TM-FR
P10H0040,2008-03-23,TM-FR
P10H0040,2008-03-24,TM-FR
P10H0040,2008-03-25,TM-FR
P10H0040,2008-03-26,TM-FR
P10H0040,2008-03-27,TM-FR
P10H0040,2008-03-28,TM-FR
P10H0040,2008-03-29,TM-FR
P10H0040,2008-03-30,TM-FR
P10H0040,2008-03-31,TM-FR
P10H0040,2008-04-01,TM-FR
P10H0040,2008-04-02,TM-FR
P10H0040,2008-04-03,TM-FR
P10H0040,2008-04-04,TM-FR
P10H0040,2008-04-05,TM-FR
P10H0040,2008-04-06,TM-FR
P10H0040,2008-04-07,TM-FR
P10H0040,2008-04-08,TM-FR
P10H0040,2008-04-09,TM-FR
P10H0040,2008-04-10,TM-FR
P10H0040,2008-04-11,TM-FR
P10H0040,2008-04-12,TM-FR
P10H0040,2008-04-13,TM-FR
P10H0040,2008-04-14,TM-FR
P10H0040,2008-04-15,TM-FR
P10H0040,2008-04-16,TM-FR
P10H0040,2008-04-17,TM-FR
P10H0040,2008-04-18,TM-FR
P10H0040,2008-04-19,TM-FR
P10H0040,2008-04-20,TM-FR
P10H0040,2008-04-21,TM-FR
P10H0040,2008-04-22,TM-FR
P10H0040,2008-04-23,TM-FR
P10H0040,2008-04-24,TM-FR
P10H0040,2008-04-25,TM-FR
P10H0040,2008-04-26,TM-FR
P10H0040,2008-04-27,TM-FR
P10H0040,2008-04-28,TM-FR
P10H0040,2008-04-29,TM-FR
P10H0040,2008-04-30,TM-FR
P10H0040,2008-05-01,TM-FR
P10H0040,2008-05-02,TM-FR
P10H0040,2008-05-03,TM-FR
P10H0040,2008-05-04,TM-FR
P10H0040,2008-05-05,TM-FR
P10H0040,2008-05-06,TM-FR
P10H0040,2008-05-07,TM-FR
P10H0040,2008-05-08,TM-FR
P10H0040,2008-05-09,TM-FR
P10H0040,2008-05-10,TM-FR
P10H0040,2008-05-11,TM-FR
P10H0040,2008-05-12,TM-FR
P10H0040,2008-05-13,TM-FR
P10H0040,2008-05-14,TM-FR
P10H0040,2008-05-15,TM-FR
P10H0040,2008-05-16,TM-FR
P10H0040,2008-05-17,TM-FR
P10H0040,2008-05-18,TM-FR
P10H0040,2008-05-19,TM-FR
P10H0040,2008-05-20,TM-FR
P10H0040,2008-05-21,TM-FR
P10H0040,2008-05-22,TM-FR
P10H0040,2008-05-23,TM-FR
P10H0040,2008-05-24,TM-FR
P10H0040,2008-05-25,TM-FR
P10H0040,2008-05-26,TM-FR
P10H0040,2008-05-27,TM-FR
P10H0040,2008-05-28,TM-FR
P10H0040,2008-05-29,TM-FR
